,car_name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_dollar,car_nick_name,price_class
2151,Hyundai EON Sportz,32935,Petrol,Manual,1,2017,1198,5,3863.1040000000003,Hyundai,low-class
2152,Hyundai Grand i10 1.2 Kappa Sportz BSIV,16000,Petrol,Manual,1,2018,998,5,6881.154,Hyundai,low-class
2153,Honda Brio S MT,72224,Petrol,Manual,1,2013,1193,5,3983.826,Honda,low-class
2154,Hyundai EON 1.0 Era Plus,35667,Petrol,Manual,1,2017,1197,5,3561.2990000000004,Hyundai,low-class
2155,Tata Zest Revotron 1.2T XMS,58602,Petrol,Manual,1,2015,1197,7,4527.075,Tata,low-class
2156,Hyundai i10 Magna,40102,Petrol,Manual,1,2012,1197,5,2957.6890000000003,Hyundai,low-class
2157,Hyundai Grand i10 1.2 Kappa Sportz BSIV,70518,Petrol,Manual,1,2017,999,5,5975.7390000000005,Hyundai,low-class
2158,Hyundai i20 Sportz 1.2,133876,Petrol,Manual,1,2013,1461,5,4116.6202,Hyundai,low-class
2159,Renault Triber RXT EASY-R AMT,7309,Petrol,Automatic,1,2020,1497,5,9790.554199999999,Renault,low-class
2160,Renault Duster 110PS Diesel RxL,209362,Diesel,Manual,1,2015,1086,5,6470.699200000001,Renault,low-class
2161,Honda City 1.5 V AT,105685,Petrol,Automatic,2,2010,1497,5,3597.5156,Honda,low-class
2162,Hyundai Santro Xing GL,58415,Petrol,Manual,2,2008,1199,5,1376.2307999999998,Hyundai,low-class
2163,Honda City 1.5 V MT,69411,Petrol,Manual,2,2010,998,5,3440.577,Honda,low-class
2164,Honda WR-V i-VTEC VX,31356,Petrol,Manual,1,2017,1493,5,8631.623000000001,Honda,low-class
2165,Maruti A-Star Zxi,112640,Petrol,Manual,3,2009,1599,5,1907.4076000000002,Maruti,low-class
2166,Kia Seltos GTX Plus AT D,49289,Diesel,Automatic,1,2020,1497,4,22067.981600000003,Kia,low-class
2167,Hyundai Verna Transform VTVT,86208,Petrol,Manual,4,2010,1373,5,2003.9851999999998,Hyundai,low-class
2168,Honda City i VTEC V,40530,Petrol,Manual,1,2016,998,5,8378.106800000001,Honda,low-class
2169,Maruti Ciaz ZXi Plus,44877,Petrol,Manual,1,2016,1298,7,7834.857800000001,Maruti,low-class
2170,Maruti Alto K10 LXI CNG Optional,92170,Cng,Manual,1,2018,1197,5,3814.8152000000005,Maruti,low-class
2171,Maruti Swift ZXI BSIII,94301,Petrol,Manual,1,2008,2696,5,2209.2126000000003,Maruti,low-class
2172,Hyundai Xcent 1.2 VTVT E Plus,5140,Petrol,Manual,2,2018,1498,5,6374.1216,Hyundai,low-class
2173,Mahindra Ssangyong Rexton RX7,86261,Diesel,Automatic,3,2013,1997,5,6398.266,Mahindra,low-class
2174,Honda Jazz 1.5 VX i DTEC,240521,Diesel,Manual,1,2015,1995,5,4587.436,Honda,low-class
2175,Honda CR-V 2.0L 2WD AT,74000,Petrol,Automatic,1,2016,0,7,18711.91,Honda,low-class
2176,BMW 5 Series 520d M Sport,33000,Diesel,Automatic,2,2017,1598,5,44135.963200000006,BMW,low-class
2177,Tata Nexon EV Prime XZ Plus,19900,Electric,Automatic,1,2021,999,7,19255.159,Tata,low-class
2178,Volkswagen Vento Diesel Trendline,105014,Diesel,Manual,3,2011,998,5,3319.855,Volkswagen,low-class
2179,Renault Triber RXZ EASY-R AMT,27174,Petrol,Automatic,1,2021,2755,5,9657.76,Renault,low-class
2180,Maruti Wagon R VXI BS IV,68671,Petrol,Manual,1,2016,1498,5,4394.2808,Maruti,low-class
2181,Toyota Fortuner 2.8 2WD MT,100000,Diesel,Manual,1,2019,1197,5,45270.75,Toyota,low-class
2182,Ford Ecosport 1.5 DV5 MT Titanium Optional,78452,Diesel,Manual,1,2015,1582,7,8148.735000000001,Ford,low-class
2183,Maruti Swift Dzire VXI,51200,Petrol,Manual,2,2014,1999,5,5420.4178,Maruti,low-class
2184,Hyundai Creta 1.6 CRDi AT SX Plus,138314,Diesel,Automatic,1,2015,2755,5,10744.258,Hyundai,low-class
2185,Jaguar F-Pace Prestige 2.0 AWD,66614,Diesel,Automatic,1,2016,1950,4,50703.24,Jaguar,low-class
2186,Toyota Innova Crysta 2.8 ZX AT BSIV,117000,Diesel,Automatic,1,2017,1248,5,27162.45,Toyota,low-class
2187,Mercedes-Benz C-Class Progressive C 220d,24000,Diesel,Automatic,2,2020,2184,5,47081.58,Mercedes-Benz,low-class
2188,Maruti Swift DDiS VDI,135000,Diesel,Manual,1,2016,796,5,7605.486,Maruti,low-class
2189,Mahindra Thar LX 4-Str Hard Top Diesel,4595,Diesel,Manual,1,2022,1968,7,22695.736,Mahindra,low-class
2190,Maruti Alto 800 VXI,58503,Petrol,Manual,1,2017,1498,7,4225.27,Maruti,low-class
2191,Audi A3 35 TDI Premium Plus,39000,Diesel,Automatic,1,2020,1248,5,31146.276,Audi,low-class
2192,Ford Ecosport 1.5 Diesel Trend Plus BSIV,71000,Diesel,Manual,1,2017,1373,5,8329.818000000001,Ford,low-class
2193,Maruti Ertiga VDI,79369,Diesel,Manual,1,2012,999,5,7846.93,Maruti,low-class
2194,Maruti Ertiga ZXI,100000,Petrol,Manual,1,2015,998,5,6639.71,Maruti,low-class
2195,Renault KWID Climber 1.0 AMT Opt,10000,Petrol,Automatic,1,2021,796,5,6036.1,Renault,low-class
2196,Maruti Wagon R VXI AMT,22000,Petrol,Automatic,1,2018,1498,5,6337.905,Maruti,low-class
2197,Maruti Alto 800 VXI,21321,Petrol,Manual,1,2018,1997,5,4587.436,Maruti,low-class
2198,MG Astor Sharp CVT,8826,Petrol,Automatic,1,2022,1086,5,21126.350000000002,MG,low-class
2199,Honda CR-V 2.0L 2WD AT,14000,Petrol,Automatic,1,2018,1197,5,28369.670000000002,Honda,low-class
2200,Hyundai i10 Sportz 1.1L,20000,Petrol,Manual,1,2014,1197,4,4828.88,Hyundai,low-class
2201,Maruti Ignis 1.2 Alpha BSIV,40000,Petrol,Manual,1,2017,1198,7,6603.4934,Maruti,low-class
2202,Hyundai i20 Sportz 1.2,25000,Petrol,Manual,1,2017,796,5,7846.93,Hyundai,low-class
2203,Datsun GO T Option Petrol,30000,Petrol,Manual,2,2019,2179,5,5070.3240000000005,Datsun,low-class
2205,Mahindra XUV500 W8 FWD,98725,Diesel,Manual,1,2013,1582,5,9054.15,Mahindra,low-class
2206,Maruti Alto K10 2010-2014 VXI,59632,Petrol,Manual,1,2012,1248,5,3199.133,Maruti,low-class
2207,Hyundai Creta 1.6 SX Automatic Diesel,71230,Diesel,Automatic,1,2018,1582,5,18108.3,Hyundai,low-class
2208,Maruti Swift VDI BSIV,50000,Diesel,Manual,1,2014,1197,5,6036.1,Maruti,low-class
2209,Hyundai Creta 1.6 CRDi SX Option,117302,Diesel,Manual,1,2015,1248,5,11830.756000000001,Hyundai,low-class
2210,Maruti Swift VXI,78318,Petrol,Manual,1,2013,1248,5,5251.406999999999,Maruti,low-class
2211,Maruti Swift Dzire VDi,98836,Diesel,Manual,1,2013,1598,5,5673.934,Maruti,low-class
2212,Maruti Vitara Brezza ZDi,88235,Diesel,Manual,1,2019,1248,5,12675.81,Maruti,low-class
2213,Volkswagen Vento Diesel Highline,120000,Diesel,Manual,2,2013,1582,5,4587.436,Volkswagen,low-class
2214,Maruti Swift VDI,110000,Diesel,Manual,2,2012,796,5,4828.88,Maruti,low-class
2215,Hyundai Creta 1.6 CRDi SX Plus,84738,Diesel,Manual,1,2018,1197,7,15090.25,Hyundai,low-class
2216,Maruti Alto LX BSIII,60000,Petrol,Manual,3,2007,1498,5,1810.83,Maruti,low-class
2217,Maruti Baleno 1.2 Delta,38238,Petrol,Manual,1,2017,1997,5,7846.93,Maruti,low-class
2218,Volkswagen Vento 1.5 TDI Highline AT,114996,Diesel,Automatic,1,2016,1199,5,8752.345,Volkswagen,low-class
2219,Mahindra XUV500 W8 1.99 mHawk,68269,Diesel,Manual,1,2016,1498,5,13158.698,Mahindra,low-class
2220,Tata Altroz XZ,15000,Petrol,Manual,1,2020,1248,5,10261.37,Tata,low-class
2221,Volkswagen Polo 1.5 TDI Highline,101000,Diesel,Manual,1,2015,1598,5,6337.905,Volkswagen,low-class
2222,Maruti Swift Dzire VDI,90000,Diesel,Manual,1,2013,1299,5,6156.822,Maruti,low-class
2223,Skoda Rapid 1.6 TDI Ambition,103000,Diesel,Manual,1,2012,1373,7,4345.992,Skoda,low-class
2224,Ford Ikon 1.3 Flair,66000,Petrol,Manual,1,2005,1493,5,1509.025,Ford,low-class
2225,Maruti Ciaz VXi,90623,Petrol,Manual,1,2014,2755,7,8148.735000000001,Maruti,low-class
2226,Hyundai Verna CRDi ABS,100000,Diesel,Manual,2,2008,1248,5,2776.6059999999998,Hyundai,low-class
2227,Toyota Innova Crysta 2.8 ZX AT BSIV,71000,Diesel,Automatic,1,2019,2197,5,32957.106,Toyota,low-class
2228,Maruti Swift Dzire AMT VDI,70000,Diesel,Automatic,2,2017,1498,7,8088.374000000001,Maruti,low-class
2229,Tata Aria Pure 4x2,38431,Diesel,Manual,1,2012,1248,5,7484.764,Tata,low-class
2230,Honda Amaze VX Diesel BSIV,110000,Diesel,Manual,1,2018,2982,5,8028.013000000001,Honda,low-class
2231,Maruti Swift VDI,110000,Diesel,Manual,2,2013,1199,7,5432.49,Maruti,low-class
2232,Toyota Fortuner 3.0 Diesel,249535,Diesel,Manual,1,2011,1498,5,15090.25,Toyota,low-class
2233,Honda Amaze S Petrol BSIV,59858,Petrol,Manual,1,2018,2179,5,8209.096,Honda,low-class
2234,Volkswagen Polo 1.5 TDI Highline,89506,Diesel,Manual,1,2013,1197,5,5432.49,Volkswagen,low-class
2235,Mahindra XUV500 W8 4WD,76365,Diesel,Manual,1,2016,1199,5,13883.03,Mahindra,low-class
2236,Hyundai Xcent 1.2 Kappa SX,120000,Petrol,Manual,2,2014,1497,5,5432.49,Hyundai,low-class
2237,Chevrolet Beat LS,35000,Petrol,Manual,2,2011,1396,5,1327.9420000000002,Chevrolet,low-class
2238,Honda City i-VTEC CVT ZX,25000,Petrol,Automatic,1,2018,1199,5,13883.03,Honda,low-class
2239,Tata Indigo LX BSIV,81000,Diesel,Manual,2,2015,1582,5,2885.2558000000004,Tata,low-class
2240,Honda Amaze VX CVT i-VTEC,98328,Petrol,Automatic,1,2019,1197,5,9054.15,Honda,low-class
2241,Hyundai Elantra 1.6 SX Option AT,50000,Diesel,Automatic,2,2016,1896,5,14486.64,Hyundai,low-class
2242,Hyundai i20 Active 1.2 SX,52548,Petrol,Manual,1,2017,1497,5,9476.677,Hyundai,low-class
2243,Volkswagen Jetta 2.0 TDI Trendline,80000,Diesel,Manual,2,2010,1498,5,2631.7396000000003,Volkswagen,low-class
2244,Honda City GXi,50000,Petrol,Manual,1,2007,1199,5,3018.05,Honda,low-class
2245,MG Astor Sharp,10000,Petrol,Manual,1,2022,1197,5,19315.52,MG,low-class
2246,Tata Altroz XZ,60000,Petrol,Manual,1,2020,1120,5,9657.76,Tata,low-class
2247,Hyundai i20 Sportz,15000,Petrol,Manual,1,2020,1591,5,9078.294399999999,Hyundai,low-class
2248,Hyundai Xcent 1.1 CRDi S,100000,Diesel,Manual,1,2016,1399,7,5432.49,Hyundai,low-class
2249,Hyundai Creta 1.6 VTVT SX Plus,27726,Petrol,Manual,1,2018,1586,5,15452.416000000001,Hyundai,low-class
2250,Ford Figo Diesel Titanium,180000,Diesel,Manual,2,2012,1997,5,2535.1620000000003,Ford,low-class
2251,Maruti SX4 ZXI MT BSIV,40000,Petrol,Manual,1,2009,1197,8,3018.05,Maruti,low-class
2252,Mahindra XUV500 W10 1.99 mHawk,80252,Diesel,Manual,1,2016,998,5,16297.470000000001,Mahindra,low-class
2253,Maruti Swift Dzire VXI,90000,Petrol,Manual,1,2014,2179,5,5070.3240000000005,Maruti,low-class
2254,Maruti Wagon R LXI,75000,Petrol,Manual,2,2006,998,5,1569.3860000000002,Maruti,low-class
2255,Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,120000,Diesel,Manual,1,2010,1498,5,6639.71,Mahindra,low-class
2256,Maruti Alto K10 VXI AMT,57988,Petrol,Automatic,1,2019,1197,5,5130.685,Maruti,low-class
2257,Honda City i DTEC V,85000,Diesel,Manual,1,2014,1196,7,7364.0419999999995,Honda,low-class
2258,Maruti Wagon R VXI 1.2 BSIV,62000,Petrol,Manual,1,2017,1197,5,5191.046,Maruti,low-class
2259,Maruti Eeco 5 Seater AC BSIV,63000,Petrol,Manual,1,2019,1498,7,6036.1,Maruti,low-class
2260,Hyundai i10 Sportz,65000,Petrol,Manual,1,2011,1582,5,4708.158,Hyundai,low-class
2261,Mahindra Bolero B6 Opt,65000,Diesel,Manual,1,2020,1493,5,10261.37,Mahindra,low-class
2262,Hyundai Creta 1.6 CRDi SX,99000,Diesel,Manual,1,2017,1197,5,13520.864,Hyundai,low-class
2263,Mahindra TUV 300 T8,80000,Diesel,Manual,1,2017,1405,7,8450.54,Mahindra,low-class
2264,Hyundai Aura SX,5000,Petrol,Manual,1,2021,1461,5,9488.7492,Hyundai,low-class
2265,Tata Indica Aqua 1.4 TDI,110000,Diesel,Manual,2,2010,2489,5,1207.22,Tata,low-class
2266,Renault Duster 110PS Diesel RxZ,142366,Diesel,Manual,1,2012,1198,5,4828.88,Renault,low-class
2267,Mahindra Xylo D2 BS IV,170000,Diesel,Manual,3,2015,796,5,3018.05,Mahindra,low-class
2268,Nissan Micra Active XV Petrol,54000,Petrol,Manual,1,2017,1498,5,4949.602,Nissan,low-class
2269,Maruti Alto 800 LXI,15000,Petrol,Manual,1,2020,1193,5,4225.27,Maruti,low-class
2270,Honda City VX MT,42550,Petrol,Manual,1,2021,1086,5,13279.42,Honda,low-class
2271,Tata Bolt Revotron XT,110000,Petrol,Manual,2,2018,1086,5,4587.436,Tata,low-class
2272,Hyundai Santro Xing XO,70000,Petrol,Manual,2,2007,1582,5,1798.7578,Hyundai,low-class
2273,Hyundai Santro Xing XG,90000,Petrol,Manual,3,2004,1197,5,1991.913,Hyundai,low-class
2274,Hyundai Creta 1.6 SX Automatic Diesel,50540,Diesel,Automatic,1,2019,799,5,19315.52,Hyundai,low-class
2275,Maruti Baleno Zeta,35000,Petrol,Manual,1,2020,1396,5,9054.15,Maruti,low-class
2276,Datsun RediGO S,30000,Petrol,Manual,2,2017,1197,5,3018.05,Datsun,low-class
2277,Hyundai i20 Asta 1.4 CRDi (Diesel),90000,Diesel,Manual,2,2010,1199,5,3621.66,Hyundai,low-class
2278,Hyundai Grand i10 Nios Sportz,25000,Petrol,Manual,1,2020,1586,5,7605.486,Hyundai,low-class
2279,Honda Jazz 1.2 E i VTEC,100000,Petrol,Manual,2,2015,1591,5,4587.436,Honda,low-class
2280,Maruti SX4 Vxi BSIII,90000,Petrol,Manual,2,2008,998,5,3078.411,Maruti,low-class
2281,Hyundai Verna VTVT 1.6 SX Option,33783,Petrol,Manual,1,2019,1199,5,14245.196000000002,Hyundai,low-class
2282,Maruti Celerio ZXI AT,50000,Petrol,Automatic,2,2016,998,5,4828.88,Maruti,low-class
2283,Honda Amaze VX Petrol BSIV,30000,Petrol,Manual,1,2019,1198,5,8691.984,Honda,low-class
2284,Maruti Celerio ZXI MT BSIV,50000,Petrol,Manual,2,2019,1197,5,5915.378000000001,Maruti,low-class
2285,Datsun GO T BSIV,25000,Petrol,Manual,2,2017,1498,5,3923.465,Datsun,low-class
2286,Hyundai i20 Magna Plus BSIV,40000,Petrol,Manual,2,2019,1498,5,7182.959000000001,Hyundai,low-class
2287,Ford Ecosport 1.5 Diesel Titanium,68414,Diesel,Manual,1,2018,1598,5,10080.287,Ford,low-class
2288,Volkswagen Vento 1.5 TDI Highline AT,91777,Diesel,Automatic,1,2016,1248,5,8873.067,Volkswagen,low-class
2289,Skoda Rapid 1.6 TDI Active,79399,Diesel,Manual,1,2011,814,5,4768.519,Skoda,low-class
2290,Maruti Vitara Brezza ZDi Plus AMT,70683,Diesel,Automatic,1,2018,1198,5,13037.976,Maruti,low-class
2291,Hyundai EON Sportz,37820,Petrol,Manual,1,2015,1498,5,3923.465,Hyundai,low-class
2292,Nissan Micra Active XV Petrol,25943,Petrol,Manual,1,2017,1248,5,5734.295,Nissan,low-class
2293,Skoda Rapid 1.5 TDI Ambition,63470,Diesel,Manual,1,2014,998,5,6277.544000000001,Skoda,low-class
2294,Maruti Swift Dzire VDI Optional,56500,Diesel,Manual,1,2017,1248,5,9054.15,Maruti,low-class
2295,Maruti Celerio ZXI AMT BSIV,46364,Petrol,Automatic,1,2018,1198,5,7001.876,Maruti,low-class
2296,Maruti Swift VDI,138571,Diesel,Manual,1,2016,1527,5,7605.486,Maruti,low-class
2297,Tata Nexon 1.2 Revotron XZA Plus DualTone,15000,Petrol,Automatic,1,2020,1086,5,12434.366000000002,Tata,low-class
2299,Hyundai Santro Xing GLS,44357,Petrol,Manual,2,2009,1498,7,3126.6998,Hyundai,low-class
2300,Maruti Wagon R ZXI 1.2,20000,Petrol,Manual,1,2020,1194,5,6639.71,Maruti,low-class
2301,Volkswagen Polo 1.5 TDI Highline,60152,Diesel,Manual,1,2014,2179,5,6398.266,Volkswagen,low-class
2302,Ford Freestyle Titanium,10000,Petrol,Manual,1,2020,998,7,8450.54,Ford,low-class
2303,Mahindra XUV500 R W10 FWD,25000,Diesel,Manual,1,2017,1248,5,16297.470000000001,Mahindra,low-class
2304,Maruti Celerio ZXI Optional AMT BSIV,50000,Petrol,Automatic,2,2018,2494,5,5432.49,Maruti,low-class
2305,Maruti Vitara Brezza ZDi Plus,44599,Diesel,Manual,1,2018,1497,5,11770.395,Maruti,low-class
2306,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,289000,Diesel,Manual,2,2013,1086,5,9174.872,Toyota,low-class
2307,Honda City GXi,80000,Petrol,Manual,1,2007,1353,5,3018.05,Honda,low-class
2308,Hyundai Santro Xing XO,120000,Petrol,Manual,2,2007,1198,5,1991.913,Hyundai,low-class
2309,Kia Seltos GTX Plus,60000,Petrol,Manual,1,2020,1197,8,18711.91,Kia,low-class
2310,Honda Amaze S i-Vtech,60000,Petrol,Manual,1,2014,1248,5,3923.465,Honda,low-class
2311,Hyundai i20 Active 1.2 SX,70000,Petrol,Manual,2,2015,2609,5,6639.71,Hyundai,low-class
2312,Maruti Vitara Brezza ZDi,90000,Diesel,Manual,2,2017,998,5,8209.096,Maruti,low-class
2313,Mahindra Scorpio 2.6 Turbo 7 Str,156000,Diesel,Manual,2,2006,1497,5,2897.328,Mahindra,low-class
2314,Maruti Wagon R LXI BS IV,35000,Petrol,Manual,1,2014,1598,5,4225.27,Maruti,low-class
2315,Mahindra XUV300 W8 Option Diesel,78000,Diesel,Manual,1,2020,1086,5,16297.470000000001,Mahindra,low-class
2316,Skoda Rapid 1.6 MPI AT Style BSIV,40000,Petrol,Automatic,1,2017,1493,5,9174.872,Skoda,low-class
2317,Hyundai Santro Xing XL,40000,Petrol,Manual,2,2005,1197,5,1690.108,Hyundai,low-class
2318,Kia Sonet 1.5 HTX Diesel,25000,Diesel,Manual,1,2021,796,5,13279.42,Kia,low-class
2319,Maruti Baleno Zeta,80000,Petrol,Manual,1,2019,1498,5,8450.54,Maruti,low-class
2320,Maruti Alto LXi BSIII,77450,Petrol,Manual,2,2008,1197,4,1448.664,Maruti,low-class
2321,Volkswagen Vento 1.5 TDI Highline,170000,Diesel,Manual,1,2015,1896,5,6156.822,Volkswagen,low-class
2322,Hyundai Grand i10 Nios AMT Asta,15000,Petrol,Automatic,2,2020,796,5,8571.262,Hyundai,low-class
2323,Skoda Octavia L and K 1.9 TDI MT,132000,Diesel,Manual,1,2005,1586,5,1810.83,Skoda,low-class
2324,Maruti 800 Std MPFi,58000,Petrol,Manual,1,2006,1497,5,1509.025,Maruti,low-class
2325,Maruti SX4 Vxi BSIV,60000,Petrol,Manual,1,2011,1498,5,3018.05,Maruti,low-class
2326,Honda City i VTEC V,40000,Petrol,Manual,1,2016,1248,5,7846.93,Honda,low-class
2327,Mercedes-Benz C-Class 180 elegance,80000,Petrol,Manual,2,2004,1248,7,4225.27,Mercedes-Benz,low-class
2328,Ford Freestyle Trend Diesel BSIV,70000,Diesel,Manual,1,2018,2494,5,6579.349,Ford,low-class
2329,Maruti Swift VDI,55726,Diesel,Manual,1,2011,1248,5,4647.7970000000005,Maruti,low-class
2330,Maruti Vitara Brezza ZDi Plus,92916,Diesel,Manual,1,2019,1461,5,13883.03,Maruti,low-class
2331,Toyota Innova 2.5 V Diesel 7-seater,120000,Diesel,Manual,4,2005,1197,5,4225.27,Toyota,low-class
2332,Maruti Swift Dzire VDi,120000,Diesel,Manual,2,2011,995,4,3380.216,Maruti,low-class
2333,Nissan Micra Diesel XV Premium,110000,Diesel,Manual,1,2015,796,6,4768.519,Nissan,low-class
2334,Maruti Swift VXI,90000,Petrol,Manual,2,2013,1956,5,4225.27,Maruti,low-class
2335,Chevrolet Spark 1.0 LS LPG,120000,Lpg,Manual,2,2009,1461,7,1448.664,Chevrolet,low-class
2337,MG Hector Plus Sharp Diesel MT,8000,Diesel,Manual,1,2022,1493,5,25955.23,MG,low-class
2338,Renault Duster 85PS Diesel RxL,70000,Diesel,Manual,2,2015,1199,5,7182.959000000001,Renault,low-class
2339,Skoda Kodiaq 2.0 TDI Laurin Klement,60400,Diesel,Automatic,1,2019,1995,5,39355.372,Skoda,low-class
2340,Mahindra TUV 300 T10 BSIV,69824,Diesel,Manual,1,2020,1193,5,13641.586000000001,Mahindra,low-class
2341,Tata Tiago 1.2 Revotron XZ,40000,Petrol,Manual,1,2016,1968,5,5553.2119999999995,Tata,low-class
2342,Renault Koleos 2.0 Diesel,121000,Diesel,Automatic,2,2012,1497,7,6036.1,Renault,low-class
2343,Tata Indigo GLX BS III,40000,Petrol,Manual,2,2010,1248,5,1690.108,Tata,low-class
2344,Volkswagen Jetta 2.0L TDI Highline AT,50000,Diesel,Automatic,1,2016,1197,5,10261.37,Volkswagen,low-class
2345,Honda City GXi,100000,Petrol,Manual,2,2006,1197,7,1931.5520000000001,Honda,low-class
2346,Maruti Ertiga VDI,70000,Diesel,Manual,2,2015,2982,5,7846.93,Maruti,low-class
2347,Hyundai i20 1.2 Magna,120000,Petrol,Manual,1,2012,1582,5,3621.66,Hyundai,low-class
2348,Hyundai i10 Sportz Option,90000,Petrol,Manual,2,2011,1398,7,3561.2990000000004,Hyundai,low-class
2349,Toyota Fortuner 4x2 AT,120000,Diesel,Automatic,2,2015,1462,5,23540.79,Toyota,low-class
2350,Hyundai Verna 1.6 CRDi EX MT,80000,Diesel,Manual,1,2011,993,5,5432.49,Hyundai,low-class
2351,Hyundai i20 Asta 1.4 AT,110000,Petrol,Manual,2,2013,1968,5,5432.49,Hyundai,low-class
2352,Maruti Ertiga ZXI Plus Petrol,40000,Petrol,Manual,1,2019,1197,5,11021.9186,Maruti,low-class
2354,Skoda Octavia 2.0 TDI AT L K,35700,Diesel,Automatic,1,2017,1197,5,25291.259,Skoda,low-class
2355,Maruti Baleno Delta,35000,Petrol,Manual,1,2021,1396,5,8209.096,Maruti,low-class
2356,Hyundai Creta 1.6 VTVT E Plus,43000,Petrol,Manual,1,2016,1495,7,9066.2222,Hyundai,low-class
2357,Hyundai Grand i10 1.2 Kappa Sportz Option,30000,Petrol,Manual,1,2018,1248,5,6277.544000000001,Hyundai,low-class
2358,Hyundai i20 Diesel Sportz,68000,Diesel,Manual,1,2018,1299,5,9235.233,Hyundai,low-class
2359,Hyundai Accent Executive,90000,Petrol,Manual,2,2009,998,5,1448.664,Hyundai,low-class
2360,Maruti Ertiga ZDI,120000,Diesel,Manual,2,2012,1061,5,6156.822,Maruti,low-class
2361,Ford Ikon 1.3 Flair,50000,Petrol,Manual,1,2007,1493,5,1207.22,Ford,low-class
2362,Maruti Wagon R VXI Plus,38800,Petrol,Manual,2,2017,796,5,5613.573,Maruti,low-class
2363,Maruti Wagon R LXI Minor,110000,Petrol,Manual,2,2007,1299,5,1569.3860000000002,Maruti,low-class
2365,Maruti Alto 800 VXI,20439,Petrol,Manual,1,2019,1799,5,5251.406999999999,Maruti,low-class
2366,Ford Ikon 1.3 Flair,110000,Petrol,Manual,3,2006,1248,5,1569.3860000000002,Ford,low-class
2367,Chevrolet Aveo 1.4 E,120000,Petrol,Manual,2,2007,1199,5,1931.5520000000001,Chevrolet,low-class
2368,Honda Civic 1.8 S MT,110000,Petrol,Manual,2,2006,999,5,3621.66,Honda,low-class
2369,Maruti Swift Dzire VDI,80000,Diesel,Manual,1,2018,1968,5,7846.93,Maruti,low-class
2371,Tata Tiago 1.2 Revotron XZ,60000,Petrol,Manual,1,2017,1396,5,5432.49,Tata,low-class
2372,Nissan Magnite Turbo XV Premium,20000,Petrol,Manual,1,2021,1061,5,10864.98,Nissan,low-class
2373,Audi A4 New  2.0 TDI Multitronic,70000,Diesel,Automatic,2,2011,1794,5,9054.15,Audi,low-class
2374,Maruti Wagon R VXI Optional,50000,Petrol,Manual,1,2018,1061,5,5191.046,Maruti,low-class
2375,Tata Indigo LS (TDI) BS III,200000,Diesel,Manual,2,2008,995,5,1569.3860000000002,Tata,low-class
2377,Toyota Corolla AE,120000,Petrol,Manual,3,2003,998,5,2052.274,Toyota,low-class
2378,Maruti Zen Estilo 1.1 LXI BSIII,80000,Petrol,Manual,2,2007,1120,5,1448.664,Maruti,low-class
2379,Chevrolet Spark 1.0 LT Option Pack,50000,Petrol,Manual,2,2012,2179,7,1569.3860000000002,Chevrolet,low-class
2380,Hyundai Grand i10 1.2 Kappa Sportz Option,15000,Petrol,Manual,1,2019,993,5,7243.32,Hyundai,low-class
2381,Hyundai EON 1.0 Era Plus,52552,Petrol,Manual,1,2014,1497,5,3561.2990000000004,Hyundai,low-class
2382,Hyundai Grand i10 CRDi Asta,63565,Diesel,Manual,1,2015,1598,5,6760.432,Hyundai,low-class
2383,Mahindra Scorpio S10 7 Seater,154659,Diesel,Manual,1,2015,1956,5,13520.864,Mahindra,low-class
2385,Mahindra XUV300 W6 Diesel,27850,Diesel,Manual,1,2020,1197,5,12675.81,Mahindra,low-class
2386,Skoda Rapid 1.6 MPI Style BSIV,50000,Petrol,Manual,1,2018,2523,7,10623.536000000002,Skoda,low-class
2387,Jeep Compass 2.0 Limited Option 4X4,37000,Diesel,Manual,1,2017,1591,5,20402.018,Jeep,low-class
2388,Hyundai Verna 1.6 SX VTVT,96384,Petrol,Manual,1,2011,1497,7,5191.046,Hyundai,low-class
2389,Hyundai i20 1.2 Sportz,66070,Petrol,Manual,1,2011,1497,5,4708.158,Hyundai,low-class
2390,Mahindra Bolero ZLX,77500,Diesel,Manual,1,2013,998,5,6036.1,Mahindra,low-class
2391,Hyundai Verna VTVT 1.6 SX,76504,Petrol,Manual,1,2017,814,5,10019.926000000001,Hyundai,low-class
2392,Honda Mobilio V i-VTEC,75763,Petrol,Manual,1,2014,1197,5,7424.403,Honda,low-class
2393,Honda City E,58028,Petrol,Manual,1,2012,1498,5,6217.183000000001,Honda,low-class
2394,Maruti Wagon R VXI,96909,Petrol,Manual,1,2015,998,5,5191.046,Maruti,low-class
2395,Hyundai EON Magna Plus Option,49229,Petrol,Manual,1,2017,1197,5,4587.436,Hyundai,low-class
2396,Maruti Swift VVT VXI,82113,Petrol,Manual,1,2014,1186,5,5915.378000000001,Maruti,low-class
2397,Maruti Ciaz Delta 1.5,50140,Diesel,Manual,1,2019,1498,5,9706.048799999999,Maruti,low-class
2398,Maruti Wagon R VXI BS IV,89034,Petrol,Manual,1,2014,998,5,3742.382,Maruti,low-class
2399,Hyundai Grand i10 Asta,141692,Petrol,Manual,1,2014,999,5,4370.1364,Hyundai,low-class
